driveID,date,time,HR
driver1,2017/1/23,11:23:09,76.5
driver1,2017/1/23,11:23:21,89.9
driver1,2017/1/23,11:23:29,96.7
driver1,2017/1/23,11:23:38,103.2
driver1,2017/1/23,11:23:53,80.5
driver1,2017/1/23,11:24:02,108.3
driver1,2017/1/23,11:24:09,105.3
driver1,2017/1/23,11:24:18,95.5
driver1,2017/1/23,11:24:32,90.4
driver1,2017/1/23,11:24:39,96.1
driver1,2017/1/23,11:24:48,79.7
driver1,2017/1/23,11:25:01,96.1
driver1,2017/1/23,11:25:09,88.4
driver1,2017/1/23,11:25:22,89.9
driver1,2017/1/23,11:25:30,88.4
driver1,2017/1/23,11:25:44,91
driver1,2017/1/23,11:25:52,80.9
driver1,2017/1/23,11:26:00,96.1
driver1,2017/1/23,11:26:21,87.9
driver1,2017/1/23,11:26:21,103.9
driver1,2017/1/23,11:26:31,93.8
driver1,2017/1/23,11:26:45,98.6
driver1,2017/1/23,11:26:54,97.3
driver1,2017/1/23,11:27:02,110.6
driver1,2017/1/23,11:27:10,102.5
driver1,2017/1/23,11:27:19,93.8
driver1,2017/1/23,11:27:31,87.9
driver1,2017/1/23,11:27:39,97.9
driver1,2017/1/23,11:27:51,85.9
driver1,2017/1/23,11:27:59,86.9
driver1,2017/1/23,11:28:10,94.3
driver1,2017/1/23,11:28:19,82.2
driver1,2017/1/23,11:28:31,79.7
driver1,2017/1/23,11:28:39,81.8
driver1,2017/1/23,11:28:51,87.9
driver1,2017/1/23,11:28:59,91
driver1,2017/1/23,11:29:11,92.6
driver1,2017/1/23,11:29:19,91
driver1,2017/1/23,11:29:31,89.9
driver1,2017/1/23,11:29:39,89.4
driver1,2017/1/23,11:29:51,85.4
driver1,2017/1/23,11:29:59,87.9
driver1,2017/1/23,11:30:11,84.5
driver1,2017/1/23,11:30:19,84
driver1,2017/1/23,11:30:31,86.9
driver1,2017/1/23,11:30:39,89.4
driver1,2017/1/23,11:30:51,84.9
driver1,2017/1/23,11:30:59,84
driver1,2017/1/23,11:31:11,79.7
driver1,2017/1/23,11:31:19,83.6
driver1,2017/1/23,11:31:31,82.7
driver1,2017/1/23,11:31:41,80.1
driver1,2017/1/23,11:31:49,86.9
driver1,2017/1/23,11:32:01,87.9
driver1,2017/1/23,11:32:09,90.4
driver1,2017/1/23,11:32:21,84
driver1,2017/1/23,11:32:29,85.4
driver1,2017/1/23,11:32:41,77.7
driver1,2017/1/23,11:32:49,82.2
driver1,2017/1/23,11:33:01,88.9
driver1,2017/1/23,11:33:09,83.6
driver1,2017/1/23,11:33:21,79.7
driver1,2017/1/23,11:33:29,90.4
driver1,2017/1/23,11:33:41,79.3
driver1,2017/1/23,11:33:53,86.4
driver1,2017/1/23,11:34:01,86.4
driver1,2017/1/23,11:34:12,84.5
driver1,2017/1/23,11:34:20,74.6
driver1,2017/1/23,11:34:32,77.7
driver1,2017/1/23,11:34:41,87.4
driver1,2017/1/23,11:34:52,81.8
driver1,2017/1/23,11:35:00,79.3
driver1,2017/1/23,11:35:12,81.4
driver1,2017/1/23,11:35:20,86.4
driver1,2017/1/23,11:35:32,81.8
driver1,2017/1/23,11:35:40,74.6
driver1,2017/1/23,11:35:52,78.8
driver1,2017/1/23,11:36:00,86.9
driver1,2017/1/23,11:36:09,97.9
driver1,2017/1/23,11:36:21,80.5
driver1,2017/1/23,11:36:29,81.8
driver1,2017/1/23,11:36:41,86.9
driver1,2017/1/23,11:36:49,83.6
driver1,2017/1/23,11:37:01,84.5
driver1,2017/1/23,11:37:09,86.4
driver1,2017/1/23,11:37:21,91.5
driver1,2017/1/23,11:37:29,87.9
driver1,2017/1/23,11:37:41,90.4
driver1,2017/1/23,11:37:49,81.4
driver1,2017/1/23,11:38:01,82.7
driver1,2017/1/23,11:38:09,76.9
driver1,2017/1/23,11:38:21,82.2
driver1,2017/1/23,11:38:30,83.6
driver1,2017/1/23,11:38:42,77.3
driver1,2017/1/23,11:38:50,85.4
driver1,2017/1/23,11:39:03,96.7
driver1,2017/1/23,11:39:11,100.5
driver1,2017/1/23,11:39:23,88.4
driver1,2017/1/23,11:39:30,100.5
driver1,2017/1/23,11:39:42,100.5
driver1,2017/1/23,11:39:50,113.9
driver1,2017/1/23,11:40:02,89.9
driver1,2017/1/23,11:40:10,86.4
driver1,2017/1/23,11:40:21,75
driver1,2017/1/23,11:40:30,97.9
driver1,2017/1/23,11:40:41,87.9
driver1,2017/1/23,11:40:53,82.7
driver1,2017/1/23,11:41:01,81.8
driver1,2017/1/23,11:41:09,82.2
driver1,2017/1/23,11:41:22,83.6
driver1,2017/1/23,11:41:30,87.4
driver1,2017/1/23,11:41:42,88.9
driver1,2017/1/23,11:41:51,89.4
driver1,2017/1/23,11:42:03,84.9
driver1,2017/1/23,11:42:11,83.6
driver1,2017/1/23,11:42:23,80.1
driver1,2017/1/23,11:42:31,74.6
driver1,2017/1/23,11:42:43,79.7
driver1,2017/1/23,11:42:51,84.9
driver1,2017/1/23,11:43:03,99.9
driver1,2017/1/23,11:43:11,99.9
driver1,2017/1/23,11:43:23,90.4
driver1,2017/1/23,11:43:31,113.1
driver1,2017/1/23,11:43:43,93.2
driver1,2017/1/23,11:43:51,85.4
driver1,2017/1/23,11:44:03,89.4
driver1,2017/1/23,11:44:11,91.5
driver1,2017/1/23,11:44:23,86.9
driver1,2017/1/23,11:44:31,93.8
driver1,2017/1/23,11:44:43,96.1
driver1,2017/1/23,11:44:52,87.4
driver1,2017/1/23,11:45:02,81.8
driver1,2017/1/23,11:45:17,81.8
driver1,2017/1/23,11:45:21,85.9
driver1,2017/1/23,11:45:35,88.4
driver1,2017/1/23,11:45:43,90.4
driver1,2017/1/23,11:45:52,89.9
driver1,2017/1/23,11:46:01,91.5
driver1,2017/1/23,11:46:13,95.5
driver1,2017/1/23,11:46:24,91.5
driver1,2017/1/23,11:46:33,82.2
driver1,2017/1/23,11:46:42,81.4
driver1,2017/1/23,11:46:53,76.9
driver1,2017/1/23,11:47:06,81.8
driver1,2017/1/23,11:47:14,81.4
driver1,2017/1/23,11:47:23,80.5
driver1,2017/1/23,11:47:33,83.6
driver1,2017/1/23,11:47:42,87.9
driver1,2017/1/23,11:47:50,86.4
driver1,2017/1/23,11:48:02,88.4
driver1,2017/1/23,11:48:13,87.9
driver1,2017/1/23,11:48:27,81.8
driver1,2017/1/23,11:48:33,83.6
driver1,2017/1/23,11:48:41,92.6
driver1,2017/1/23,11:48:53,88.4
driver1,2017/1/23,11:49:01,92.1
driver1,2017/1/23,11:49:14,96.7
driver1,2017/1/23,11:49:22,78
driver1,2017/1/23,11:49:34,84
driver1,2017/1/23,11:49:42,78.8
driver1,2017/1/23,11:49:55,80.5
driver1,2017/1/23,11:50:03,84
driver1,2017/1/23,11:50:11,92.1
driver1,2017/1/23,11:50:23,88.4
driver1,2017/1/23,11:50:35,91
driver1,2017/1/23,11:50:43,79.7
driver1,2017/1/23,11:50:51,80.1
driver1,2017/1/23,11:51:03,87.4
driver1,2017/1/23,11:51:11,85.9
driver1,2017/1/23,11:51:23,90.4
driver1,2017/1/23,11:51:31,78
driver1,2017/1/23,11:51:43,85.9
driver1,2017/1/23,11:51:55,93.2
driver1,2017/1/23,11:52:03,92.1
driver1,2017/1/23,11:52:13,78.8
driver1,2017/1/23,11:52:22,87.4
driver1,2017/1/23,11:52:35,89.4
driver1,2017/1/23,11:52:43,87.9
driver1,2017/1/23,11:52:54,94.3
driver1,2017/1/23,11:53:03,87.4
driver1,2017/1/23,11:53:12,93.2
driver1,2017/1/23,11:53:23,101.8
driver1,2017/1/23,11:53:31,84
driver1,2017/1/23,11:53:43,91
driver1,2017/1/23,11:53:51,83.1
driver1,2017/1/23,11:54:03,99.2
driver1,2017/1/23,11:54:11,92.1
driver1,2017/1/23,11:54:23,98.6
driver1,2017/1/23,11:54:31,97.3
driver1,2017/1/23,11:54:44,91.5
driver1,2017/1/23,11:54:52,87.4
driver1,2017/1/23,11:55:04,88.4
driver1,2017/1/23,11:55:12,84.9
driver1,2017/1/23,11:55:24,94.9
driver1,2017/1/23,11:55:32,90.4
driver1,2017/1/23,11:55:41,79.7
driver1,2017/1/23,11:55:53,91.5
driver1,2017/1/23,11:56:05,84
driver1,2017/1/23,11:56:13,87.9
driver1,2017/1/23,11:56:25,89.4
driver1,2017/1/23,11:56:33,85.4
driver1,2017/1/23,11:56:43,80.5
driver1,2017/1/23,11:56:55,80.9
driver1,2017/1/23,11:57:03,78.8
driver1,2017/1/23,11:57:15,85.9
driver1,2017/1/23,11:57:23,82.2
driver1,2017/1/23,11:57:35,86.9
driver1,2017/1/23,11:57:43,81.4
driver1,2017/1/23,11:57:55,83.1
driver1,2017/1/23,11:58:03,80.9
driver1,2017/1/23,11:58:15,82.7
driver1,2017/1/23,11:58:23,77.3
driver1,2017/1/23,11:58:35,76.9
driver1,2017/1/23,11:58:43,84.9
driver1,2017/1/23,11:58:55,89.9
driver1,2017/1/23,11:59:03,88.4
driver1,2017/1/23,11:59:14,89.9
driver1,2017/1/23,11:59:23,84.9
driver1,2017/1/23,11:59:33,87.4
driver1,2017/1/23,11:59:45,82.7
driver1,2017/1/23,11:59:53,75.7
driver1,2017/1/23,12:00:05,84
driver1,2017/1/23,12:00:13,82.7
driver1,2017/1/23,12:00:25,90.4
driver1,2017/1/23,12:00:33,83.1
driver1,2017/1/23,12:00:45,87.9
driver1,2017/1/23,12:00:53,88.4
driver1,2017/1/23,12:01:05,99.2
driver1,2017/1/23,12:01:13,92.1
driver1,2017/1/23,12:01:25,90.4
driver1,2017/1/23,12:01:33,94.3
driver1,2017/1/23,12:01:42,101.2
driver1,2017/1/23,12:01:54,91.5
driver1,2017/1/23,12:02:02,94.9
driver1,2017/1/23,12:02:14,109.1
driver1,2017/1/23,12:02:22,105.3
driver1,2017/1/23,12:02:34,96.1
driver1,2017/1/23,12:02:42,105.3
driver1,2017/1/23,12:02:54,109.1
driver1,2017/1/23,12:03:02,113.1
driver1,2017/1/23,12:03:15,121.1
driver1,2017/1/23,12:03:23,115.6
driver1,2017/1/23,12:03:33,100.5
driver1,2017/1/23,12:03:45,101.8
driver1,2017/1/23,12:03:54,101.2
driver1,2017/1/23,12:04:06,101.2
driver1,2017/1/23,12:04:14,92.6
driver1,2017/1/23,12:04:23,99.2
driver1,2017/1/23,12:04:35,103.2
driver1,2017/1/23,12:04:47,101.2
driver1,2017/1/23,12:04:56,101.2
driver1,2017/1/23,12:05:04,101.2
driver1,2017/1/23,12:05:16,86.4
driver1,2017/1/23,12:05:24,87.4
driver1,2017/1/23,12:05:37,88.4
driver1,2017/1/23,12:05:44,82.7
driver1,2017/1/23,12:05:56,80.5
driver1,2017/1/23,12:06:06,78
driver1,2017/1/23,12:06:14,82.7
driver1,2017/1/23,12:06:23,80.9
driver1,2017/1/23,12:06:35,89.9
driver1,2017/1/23,12:06:44,81.8
driver1,2017/1/23,12:06:56,76.5
driver1,2017/1/23,12:07:04,73.6
driver1,2017/1/23,12:07:16,72.5
driver1,2017/1/23,12:07:24,72.9
driver1,2017/1/23,12:07:36,84.5
driver1,2017/1/23,12:07:44,80.1
driver1,2017/1/23,12:07:56,78
driver1,2017/1/23,12:08:04,82.7
driver1,2017/1/23,12:08:16,78.4
driver1,2017/1/23,12:08:24,75.4
driver1,2017/1/23,12:08:33,79.7
driver1,2017/1/23,12:08:43,84.9
driver1,2017/1/23,12:08:59,92.1
driver1,2017/1/23,12:09:07,82.2
driver1,2017/1/23,12:09:14,76.9
driver1,2017/1/23,12:09:30,85.4
driver1,2017/1/23,12:09:35,96.7
driver1,2017/1/23,12:09:50,85.9
driver1,2017/1/23,12:09:54,83.1
driver1,2017/1/23,12:10:10,87.4
driver1,2017/1/23,12:10:15,86.9
driver1,2017/1/23,12:10:30,84.9
driver1,2017/1/23,12:10:38,86.4
driver1,2017/1/23,12:10:45,78.4
driver1,2017/1/23,12:10:54,84
driver1,2017/1/23,12:11:03,96.1
driver1,2017/1/23,12:11:20,99.2
driver1,2017/1/23,12:11:23,94.9
driver1,2017/1/23,12:11:40,78.4
driver1,2017/1/23,12:11:44,85.9
driver1,2017/1/23,12:12:00,93.8
driver1,2017/1/23,12:12:11,91.5
driver1,2017/1/23,12:12:19,84
driver1,2017/1/23,12:12:31,82.2
driver1,2017/1/23,12:12:39,86.9
driver1,2017/1/23,12:12:51,84.5
driver1,2017/1/23,12:12:55,84.9
driver1,2017/1/23,12:13:11,85.4
driver1,2017/1/23,12:13:19,82.2
driver1,2017/1/23,12:13:31,80.5
driver1,2017/1/23,12:13:39,81.4
driver1,2017/1/23,12:13:49,83.1
driver1,2017/1/23,12:13:54,89.4
driver1,2017/1/23,12:14:04,87.4
driver1,2017/1/23,12:14:15,93.8
driver1,2017/1/23,12:14:27,90.4
driver1,2017/1/23,12:14:34,84
driver1,2017/1/23,12:14:50,84.9
driver1,2017/1/23,12:14:55,85.4
driver1,2017/1/23,12:15:08,98.6
driver1,2017/1/23,12:15:16,113.9
driver1,2017/1/23,12:15:24,86.4
driver1,2017/1/23,12:15:36,82.7
driver1,2017/1/23,12:15:52,79.3
driver1,2017/1/23,12:25:35,98.6
driver1,2017/1/23,12:25:54,96.1
driver1,2017/1/23,12:25:59,83.6
driver1,2017/1/23,12:26:09,105.3
driver1,2017/1/23,12:26:38,102.5
driver1,2017/1/23,12:26:42,105.3
driver1,2017/1/23,12:26:43,97.3
driver1,2017/1/23,12:26:48,102.5
driver1,2017/1/23,12:26:58,104.6
driver1,2017/1/23,12:27:14,94.9
driver1,2017/1/23,12:27:19,93.8
driver1,2017/1/23,12:27:27,101.8
driver1,2017/1/23,12:27:39,107.5
driver1,2017/1/23,12:27:48,101.2
driver1,2017/1/23,12:27:59,94.9
driver1,2017/1/23,12:28:07,97.3
driver1,2017/1/23,12:28:19,96.7
driver1,2017/1/23,12:28:27,97.3
driver1,2017/1/23,12:28:37,97.9
driver1,2017/1/23,12:28:49,113.1
driver1,2017/1/23,12:28:57,99.2
driver1,2017/1/23,12:29:09,109.8
driver1,2017/1/23,12:29:18,102.5
driver1,2017/1/23,12:29:39,97.9
driver1,2017/1/23,12:29:39,106.1
driver1,2017/1/23,12:29:50,112.2
driver1,2017/1/23,12:30:00,106.1
driver1,2017/1/23,12:30:08,101.2
driver1,2017/1/23,12:30:16,101.2
driver1,2017/1/23,12:30:30,99.9
driver1,2017/1/23,12:30:40,113.1
driver1,2017/1/23,12:30:47,102.5
driver1,2017/1/23,12:31:01,101.2
driver1,2017/1/23,12:31:09,104.6
driver1,2017/1/23,12:31:18,113.9
driver1,2017/1/23,12:31:31,103.9
driver1,2017/1/23,12:31:41,108.3
driver1,2017/1/23,12:31:46,112.2
driver1,2017/1/23,12:32:07,97.9
driver1,2017/1/23,12:32:12,101.8
driver1,2017/1/23,12:32:20,99.9
driver1,2017/1/23,12:32:29,102.5
driver1,2017/1/23,12:32:40,103.2
driver1,2017/1/23,12:32:47,93.2
driver1,2017/1/23,12:33:02,98.6
driver1,2017/1/23,12:33:12,101.2
driver1,2017/1/23,12:33:22,97.3
driver1,2017/1/23,12:33:32,103.9
driver1,2017/1/23,12:33:40,104.6
driver1,2017/1/23,12:33:52,94.3
driver1,2017/1/23,12:34:00,95.5
driver1,2017/1/23,12:35:03,94.3
driver1,2017/1/23,12:35:03,94.3
driver1,2017/1/23,12:35:04,97.9
driver1,2017/1/23,12:35:10,96.1
driver1,2017/1/23,12:35:10,94.9
driver1,2017/1/23,12:35:19,92.1
driver1,2017/1/23,12:35:19,97.9
driver1,2017/1/23,12:35:27,95.5
driver1,2017/1/23,12:35:27,93.8
driver1,2017/1/23,12:35:40,88.9
driver1,2017/1/23,12:35:48,88.9
driver1,2017/1/23,12:36:01,103.2
driver1,2017/1/23,12:36:10,97.9
driver1,2017/1/23,12:36:20,93.2
driver1,2017/1/23,12:36:28,99.9
driver1,2017/1/23,12:36:37,106.8
driver1,2017/1/23,12:37:00,88.9
driver1,2017/1/23,12:37:00,84.5
driver1,2017/1/23,12:37:11,80.1
driver1,2017/1/23,12:37:20,94.9
driver1,2017/1/23,12:37:28,92.1
driver1,2017/1/23,12:37:41,84.5
driver1,2017/1/23,12:37:51,85.9
driver1,2017/1/23,12:38:00,82.7
driver1,2017/1/23,12:38:08,83.1
driver1,2017/1/23,12:38:27,78.8
driver1,2017/1/23,12:38:48,86.9
driver1,2017/1/23,12:39:06,85.9
driver1,2017/1/23,12:39:06,81.8
driver1,2017/1/23,12:39:07,81.8
driver1,2017/1/23,12:39:44,78
driver1,2017/1/23,12:39:52,79.7
driver1,2017/1/23,12:40:22,82.7
driver1,2017/1/23,12:40:23,85.4
driver1,2017/1/23,12:40:23,75
driver1,2017/1/23,12:40:23,76.1
driver1,2017/1/23,12:40:24,79.3
driver1,2017/1/23,12:40:30,104.6
driver1,2017/1/23,12:40:30,76.5
driver1,2017/1/23,12:40:39,96.1
driver1,2017/1/23,12:40:49,96.7
driver1,2017/1/23,12:41:01,82.2
driver1,2017/1/23,12:41:09,80.9
driver1,2017/1/23,12:41:21,94.3
driver1,2017/1/23,12:41:33,92.6
driver1,2017/1/23,12:41:42,81.4
driver1,2017/1/23,12:41:50,77.7
driver1,2017/1/23,12:42:03,74.3
driver1,2017/1/23,12:42:11,75.4
driver1,2017/1/23,12:42:19,72.2
driver1,2017/1/23,12:42:31,73.9
driver1,2017/1/23,12:42:43,76.5
driver1,2017/1/23,12:42:53,92.1
driver1,2017/1/23,12:43:01,76.5
driver1,2017/1/23,12:43:13,78.8
driver1,2017/1/23,12:43:22,71.5
driver1,2017/1/23,12:43:29,70.8
driver1,2017/1/23,12:43:41,78.8
driver1,2017/1/23,12:43:53,74.6
driver1,2017/1/23,12:44:01,80.1
driver1,2017/1/23,12:44:13,70.5
driver1,2017/1/23,12:44:21,84.9
driver1,2017/1/23,12:44:35,110.6
driver1,2017/1/23,12:44:45,103.2
driver1,2017/1/23,12:44:55,96.1
driver1,2017/1/23,12:45:03,97.9
driver1,2017/1/23,12:45:12,113.1
driver1,2017/1/23,12:45:24,94.3
driver1,2017/1/23,12:45:33,102.5
driver1,2017/1/23,12:45:41,99.2
driver1,2017/1/23,12:45:49,107.5
driver1,2017/1/23,12:46:06,104.6
driver1,2017/1/23,12:47:47,111.4
driver1,2017/1/23,12:47:47,94.3
driver1,2017/1/23,12:47:48,89.4
driver1,2017/1/23,12:47:48,78.8
driver1,2017/1/23,12:47:49,80.5
driver1,2017/1/23,12:47:49,88.9
driver1,2017/1/23,12:47:49,87.9
driver1,2017/1/23,12:47:50,82.2
driver1,2017/1/23,12:47:50,82.2
driver1,2017/1/23,12:47:51,91.5
driver1,2017/1/23,12:47:51,89.4
driver1,2017/1/23,12:47:57,84.5
driver1,2017/1/23,12:48:25,84
driver1,2017/1/23,12:48:26,73.6
driver1,2017/1/23,12:48:35,83.6
driver1,2017/1/23,12:48:44,80.9
driver1,2017/1/23,12:48:52,82.2
driver1,2017/1/23,12:49:05,94.3
driver1,2017/1/23,12:49:14,98.6
driver1,2017/1/23,12:49:26,86.9
driver1,2017/1/23,12:49:36,80.9
driver1,2017/1/23,12:49:46,74.3
driver1,2017/1/23,12:49:53,74.6
driver1,2017/1/23,12:50:10,99.2
driver1,2017/1/23,12:50:20,85.9
driver1,2017/1/23,12:50:21,78.4
driver1,2017/1/23,12:50:37,75
driver1,2017/1/23,12:50:42,77.3
driver1,2017/1/23,12:50:52,82.2
driver1,2017/1/23,12:51:00,81.8
driver1,2017/1/23,12:51:13,96.1
driver1,2017/1/23,12:52:41,87.9
driver1,2017/1/23,12:52:42,93.8
driver1,2017/1/23,12:52:42,101.2
driver1,2017/1/23,12:52:42,92.6
driver1,2017/1/23,12:52:43,86.4
driver1,2017/1/23,12:52:43,87.9
driver1,2017/1/23,12:52:44,89.4
driver1,2017/1/23,12:52:44,88.4
driver1,2017/1/23,12:52:45,81.4
driver1,2017/1/23,12:52:52,79.7
driver1,2017/1/23,12:53:00,78.8
driver1,2017/1/23,12:53:51,83.6
driver1,2017/1/23,12:53:51,79.3
driver1,2017/1/23,12:53:52,77.3
driver1,2017/1/23,12:53:52,75.4
driver1,2017/1/23,12:54:01,99.9
driver1,2017/1/23,12:54:02,112.2
driver1,2017/1/23,12:54:14,109.1
driver1,2017/1/23,12:54:22,97.3
driver1,2017/1/23,12:54:32,101.2
driver1,2017/1/23,12:59:18,105.3
driver1,2017/1/23,12:59:18,97.9
driver1,2017/1/23,12:59:19,100.5
driver1,2017/1/23,12:59:19,103.2
driver1,2017/1/23,12:59:20,106.1
driver1,2017/1/23,12:59:20,115.6
driver1,2017/1/23,12:59:21,102.5
driver1,2017/1/23,12:59:21,92.1
driver1,2017/1/23,12:59:21,95.5
driver1,2017/1/23,12:59:22,98.6
driver1,2017/1/23,12:59:22,93.8
driver1,2017/1/23,12:59:23,100.5
driver1,2017/1/23,12:59:23,107.5
driver1,2017/1/23,12:59:24,106.8
driver1,2017/1/23,12:59:24,106.1
driver1,2017/1/23,12:59:25,99.2
driver1,2017/1/23,12:59:25,98.6
driver1,2017/1/23,12:59:26,100.5
driver1,2017/1/23,12:59:26,101.2
driver1,2017/1/23,12:59:27,87.4
driver1,2017/1/23,12:59:27,85.4
driver1,2017/1/23,12:59:27,92.1
driver1,2017/1/23,12:59:28,94.3
driver1,2017/1/23,12:59:28,91
driver1,2017/1/23,12:59:29,94.9
driver1,2017/1/23,12:59:29,100.5
driver1,2017/1/23,12:59:30,101.8
driver1,2017/1/23,12:59:30,93.8
driver1,2017/1/23,12:59:31,102.5
driver1,2017/1/23,12:59:31,76.1
driver1,2017/1/23,13:00:01,95.5
driver1,2017/1/23,13:00:01,88.9
driver1,2017/1/23,13:00:32,96.1
driver1,2017/1/23,13:00:32,93.8
driver1,2017/1/23,13:00:33,107.5
driver1,2017/1/23,13:00:33,101.8
driver1,2017/1/23,13:01:35,93.2
driver1,2017/1/23,13:01:38,87.9
driver1,2017/1/23,13:01:39,92.6
driver1,2017/1/23,13:01:39,104.6
driver1,2017/1/23,13:01:40,92.6
driver1,2017/1/23,13:01:43,90.4
driver1,2017/1/23,13:01:43,92.1
driver1,2017/1/23,13:01:53,82.2
driver1,2017/1/23,13:02:05,93.2
driver1,2017/1/23,13:02:16,93.8
driver1,2017/1/23,13:02:24,92.6
driver1,2017/1/23,13:02:33,85.9
driver1,2017/1/23,13:02:46,96.1
driver1,2017/1/23,13:02:51,79.3
driver1,2017/1/23,13:03:39,88.9
driver1,2017/1/23,13:03:40,94.3
driver1,2017/1/23,13:03:40,93.2
driver1,2017/1/23,13:03:41,103.9
driver1,2017/1/23,13:03:47,102.5
driver1,2017/1/23,13:03:51,89.9
driver1,2017/1/23,13:04:00,87.9
driver1,2017/1/23,13:04:12,84.9
driver1,2017/1/23,13:04:22,82.2
driver1,2017/1/23,13:04:32,78.8
driver1,2017/1/23,13:04:51,79.3
driver1,2017/1/23,13:04:51,80.5
driver1,2017/1/23,13:05:03,78.8
driver1,2017/1/23,13:05:11,85.4
driver1,2017/1/23,13:05:20,71.2
driver1,2017/1/23,13:05:32,73.6
driver1,2017/1/23,13:05:49,82.7
driver1,2017/1/23,13:05:53,83.1
driver1,2017/1/23,13:06:01,78
driver1,2017/1/23,13:06:13,78.8
driver1,2017/1/23,13:06:21,76.5
driver1,2017/1/23,13:06:34,72.9
driver1,2017/1/23,13:06:42,72.9
driver1,2017/1/23,13:06:54,78.8
driver1,2017/1/23,13:07:02,75
driver1,2017/1/23,13:07:11,74.6
driver1,2017/1/23,13:07:23,72.2
driver1,2017/1/23,13:07:31,70.2
driver1,2017/1/23,13:07:44,75.7
driver1,2017/1/23,13:07:53,70.8
driver1,2017/1/23,13:08:04,78
driver1,2017/1/23,13:08:15,71.2
driver1,2017/1/23,13:08:25,76.5
driver1,2017/1/23,13:08:34,93.2
driver1,2017/1/23,13:08:54,94.9
driver1,2017/1/23,13:08:55,89.9
driver1,2017/1/23,13:09:06,79.7
driver1,2017/1/23,13:09:23,78
driver1,2017/1/23,13:10:17,80.1
